number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	inf	2020-07-28 23:35:39.768413	2020-07-28 23:38:08.963782	0 days 00:02:29.195369000	0.4	0.02448348417974164	10	3				COMPLETE
1	0.49338762589691015	2020-07-28 23:38:08.964328	2020-07-28 23:44:25.828277	0 days 00:06:16.863949000	0.35000000000000003	0.001373061253489859	7	3	pyramid_2			COMPLETE
2	0.5110461400149605	2020-07-28 23:44:25.828826	2020-07-28 23:50:00.122617	0 days 00:05:34.293791000		0.006444853188892417	9	1				COMPLETE
3	0.4932922629587676	2020-07-28 23:50:00.123135	2020-07-28 23:55:39.027202	0 days 00:05:38.904067000	0.1	0.0003076787334305651	7	3	flat			COMPLETE
4	0.49580865051533807	2020-07-28 23:55:39.027749	2020-07-29 00:01:27.047328	0 days 00:05:48.019579000	0.5	0.0006601755551742218	8	3	pyramid_2			COMPLETE
5	0.5039043787466142	2020-07-29 00:01:27.047881	2020-07-29 00:08:53.366866	0 days 00:07:26.318985000		7.685487209442315e-05	8	1				COMPLETE
6	0.49540736529019785	2020-07-29 00:08:53.367398	2020-07-29 00:15:08.106227	0 days 00:06:14.738829000	0.35000000000000003	6.27859909245566e-05	8	3	pyramid_2			COMPLETE
7	0.4972658730339286	2020-07-29 00:15:08.106786	2020-07-29 00:22:00.466664	0 days 00:06:52.359878000	0.35000000000000003	1.3398824822947201e-05	10	3				COMPLETE
8	inf	2020-07-29 00:22:00.467209	2020-07-29 00:24:27.945416	0 days 00:02:27.478207000	0.0	0.028894765516211198	10	2				COMPLETE
9	0.494746295408163	2020-07-29 00:24:27.945960	2020-07-29 00:30:27.495949	0 days 00:05:59.549989000	0.30000000000000004	7.865168731734252e-05	6	3		pyramid_2		COMPLETE
10	0.5132418111446623	2020-07-29 00:30:27.496520	2020-07-29 00:36:07.343408	0 days 00:05:39.846888000	0.1	0.0024645357790980945	6	2			flat	COMPLETE
11	0.5005230216655605	2020-07-29 00:36:07.343964	2020-07-29 00:41:51.150895	0 days 00:05:43.806931000	0.15000000000000002	0.0005302555116560047	7	2			pyramid_4	COMPLETE
12	0.49157143689500404	2020-07-29 00:41:51.169888	2020-07-29 00:47:30.766036	0 days 00:05:39.596148000	0.2	0.0005151032020116569	7	3	flat			COMPLETE
13	0.4980608627261227	2020-07-29 00:47:30.766590	2020-07-29 00:53:41.288470	0 days 00:06:10.521880000	0.15000000000000002	0.0003211006491990079	7	2			pyramid_2	COMPLETE
14	0.49674755089868433	2020-07-29 00:53:41.289031	2020-07-29 01:00:06.393496	0 days 00:06:25.104465000	0.0	0.00017404106498258937	7	3	flat			COMPLETE
15	0.5028391122069242	2020-07-29 01:00:06.394084	2020-07-29 01:10:16.479547	0 days 00:10:10.085463000	0.2	1.2494084290214173e-05	6	2			pyramid_2	COMPLETE
16	0.4932770605513645	2020-07-29 01:10:16.480101	2020-07-29 01:16:43.072936	0 days 00:06:26.592835000	0.05	0.002779431509462191	7	3	flat			COMPLETE
17	0.49386146316158175	2020-07-29 01:16:43.073480	2020-07-29 01:23:53.753301	0 days 00:07:10.679821000	0.05	0.005409776667127351	9	3				COMPLETE
18	0.5084004425553501	2020-07-29 01:23:53.753881	2020-07-29 01:30:10.941303	0 days 00:06:17.187422000	0.25	0.006881017620086642	6	2			flat	COMPLETE
19	0.5029042533417998	2020-07-29 01:30:10.941852	2020-07-29 01:37:21.070988	0 days 00:07:10.129136000		0.0016765018278678734	9	1				COMPLETE
20	0.49220722877685125	2020-07-29 01:37:21.071543	2020-07-29 01:43:46.504029	0 days 00:06:25.432486000	0.2	0.003006673117175237	7	3	flat			COMPLETE
21	0.4982742034547535	2020-07-29 01:43:46.504590	2020-07-29 01:50:45.880594	0 days 00:06:59.376004000	0.2	0.00273088871909171	7	3	flat			COMPLETE
22	0.4973645559029622	2020-07-29 01:50:45.907648	2020-07-29 01:56:24.656763	0 days 00:05:38.749115000	0.25	0.015309363971907164	7	3	flat			COMPLETE
23	0.49201370862934646	2020-07-29 01:56:24.657295	2020-07-29 02:01:59.301371	0 days 00:05:34.644076000	0.1	0.0012210061376843335	8	3	flat			COMPLETE
24	0.49269357889730536	2020-07-29 02:01:59.301897	2020-07-29 02:07:41.685267	0 days 00:05:42.383370000	0.2	0.0009283269264370549	8	3	flat			COMPLETE
