number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.5172363349985794	2020-07-28 21:14:33.092118	2020-07-28 21:20:40.478934	0 days 00:06:07.386816000	0.45	0.00019376532134320688	8	3	pyramid_2			COMPLETE
1	0.5157363164641935	2020-07-28 21:20:40.479489	2020-07-28 21:26:44.090568	0 days 00:06:03.611079000	0.25	0.00010193523058767858	10	2				COMPLETE
2	0.5145407194342249	2020-07-28 21:26:44.091087	2020-07-28 21:32:31.070504	0 days 00:05:46.979417000	0.25	0.00034859902632505666	6	3		flat		COMPLETE
3	0.519495614618133	2020-07-28 21:32:31.071046	2020-07-28 21:38:43.589113	0 days 00:06:12.518067000	0.2	2.6780298385911748e-05	6	2			pyramid_4	COMPLETE
4	0.5223329113762208	2020-07-28 21:38:43.589669	2020-07-28 21:44:17.412968	0 days 00:05:33.823299000		2.7545125238419768e-05	8	1				COMPLETE
5	0.5218772790154491	2020-07-28 21:44:17.413506	2020-07-28 21:50:22.282804	0 days 00:06:04.869298000		0.00018918015970380555	9	1				COMPLETE
6	0.5153630784479651	2020-07-28 21:50:22.283373	2020-07-28 21:56:08.420068	0 days 00:05:46.136695000	0.35000000000000003	0.000420027535951208	8	3	flat			COMPLETE
7	0.5216972969576963	2020-07-28 21:56:08.420644	2020-07-28 22:02:29.230933	0 days 00:06:20.810289000		0.00017334322813864156	10	1				COMPLETE
8	0.5220152300067945	2020-07-28 22:02:29.231490	2020-07-28 22:08:34.021608	0 days 00:06:04.790118000		0.0001874240171876781	9	1				COMPLETE
9	0.5153760141084822	2020-07-28 22:08:34.022169	2020-07-28 22:14:59.979844	0 days 00:06:25.957675000	0.5	0.002108854732729009	7	3	flat			COMPLETE
10	0.5129059566661185	2020-07-28 22:14:59.980657	2020-07-28 22:21:40.492460	0 days 00:06:40.511803000	0.0	0.025863019359796773	6	3		flat		COMPLETE
11	0.5129827069044672	2020-07-28 22:21:40.511450	2020-07-28 22:27:45.703094	0 days 00:06:05.191644000	0.0	0.0211854844215135	6	3		flat		COMPLETE
12	inf	2020-07-28 22:27:45.703668	2020-07-28 22:31:50.989958	0 days 00:04:05.286290000	0.0	0.02599508194481529	6	2			flat	COMPLETE
13	inf	2020-07-28 22:31:50.990565	2020-07-28 22:34:18.759047	0 days 00:02:27.768482000	0.0	0.029838572953091932	7	3	pyramid_2			COMPLETE
14	0.5215027683243529	2020-07-28 22:34:18.759609	2020-07-28 22:40:18.807364	0 days 00:06:00.047755000	0.1	0.005820429322703686	7	3	pyramid_2			COMPLETE
15	0.5229126923420948	2020-07-28 22:40:18.807937	2020-07-28 22:45:48.786858	0 days 00:05:29.978921000	0.1	0.006195490090763027	6	2			pyramid_2	COMPLETE
16	0.5231454917083442	2020-07-28 22:45:48.787439	2020-07-28 22:51:21.148876	0 days 00:05:32.361437000	0.0	0.012097021345785337	7	3	flat			COMPLETE
17	0.520752184144133	2020-07-28 22:51:21.149421	2020-07-28 22:56:50.064761	0 days 00:05:28.915340000	0.1	0.0020910990567679865	6	2			flat	COMPLETE
18	0.5188383782909313	2020-07-28 22:56:50.065345	2020-07-28 23:02:24.104515	0 days 00:05:34.039170000	0.05	0.0016023332878676222	7	3	pyramid_2			COMPLETE
19	0.5126760159427369	2020-07-28 23:02:24.105102	2020-07-28 23:08:37.545050	0 days 00:06:13.439948000	0.15000000000000002	0.014302310457266173	6	3		flat		COMPLETE
20	0.5293221758020037	2020-07-28 23:08:37.545609	2020-07-28 23:15:53.737614	0 days 00:07:16.192005000	0.2	0.00856367618160762	7	2			pyramid_4	COMPLETE
21	0.5135379384596201	2020-07-28 23:15:53.738174	2020-07-28 23:22:22.515775	0 days 00:06:28.777601000	0.15000000000000002	0.01815467050203356	6	3		flat		COMPLETE
22	inf	2020-07-28 23:22:22.516344	2020-07-28 23:26:20.728763	0 days 00:03:58.212419000	0.05	0.0299972108809247	6	3		flat		COMPLETE
23	0.5138237291927399	2020-07-28 23:26:20.729331	2020-07-28 23:32:04.517736	0 days 00:05:43.788405000	0.35000000000000003	0.00394666831671436	6	3		flat		COMPLETE
24	inf	2020-07-28 23:32:04.518312	2020-07-28 23:35:35.686638	0 days 00:03:31.168326000	0.05	0.014533028740771656	7	3	flat			COMPLETE
