number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.9441201292834028	2020-06-30 17:21:30.024601	2020-06-30 17:21:42.680264	0 days 00:00:12.655663000	0.25	0.014706323397201517	pyramid_2	10	3	COMPLETE
1	0.9517460817716369	2020-06-30 17:21:42.680783	2020-06-30 17:21:56.232147	0 days 00:00:13.551364000	0.45	0.003988538873671342	flat	10	2	COMPLETE
2	0.9558722645628686	2020-06-30 17:21:56.232643	2020-06-30 17:22:05.755144	0 days 00:00:09.522501000	0.15000000000000002	0.013611178429366029		7	1	COMPLETE
3	0.964868492105094	2020-06-30 17:22:05.755637	2020-06-30 17:22:13.793353	0 days 00:00:08.037716000	0.30000000000000004	0.0012239375815751368		8	1	COMPLETE
4	0.9684421728972962	2020-06-30 17:22:13.793830	2020-06-30 17:22:24.804389	0 days 00:00:11.010559000	0.4	0.00014825316886374183	pyramid_4	6	2	COMPLETE
5	inf	2020-06-30 17:22:24.804891	2020-06-30 17:22:25.355257	0 days 00:00:00.550366000	0.45	0.03406654474574997		8	1	COMPLETE
6	0.9682475445317287	2020-06-30 17:22:25.355836	2020-06-30 17:22:33.155664	0 days 00:00:07.799828000	0.35000000000000003	0.00026201153747271074		9	1	COMPLETE
7	0.9610889392072747	2020-06-30 17:22:33.156141	2020-06-30 17:22:41.084320	0 days 00:00:07.928179000	0.4	0.0006521734024637084		10	1	COMPLETE
8	0.9599590301513672	2020-06-30 17:22:41.084824	2020-06-30 17:22:49.304502	0 days 00:00:08.219678000	0.30000000000000004	0.019141633605042094		6	1	COMPLETE
9	0.9716458387401592	2020-06-30 17:22:49.304982	2020-06-30 17:22:57.403261	0 days 00:00:08.098279000	0.0	0.008930631598998665	pyramid_4	10	2	COMPLETE
10	0.9695723958376075	2020-06-30 17:22:57.403765	2020-06-30 17:23:08.010529	0 days 00:00:10.606764000	0.15000000000000002	2.018580074941924e-05	pyramid_2	5	3	COMPLETE
11	0.9526637408579764	2020-06-30 17:23:08.011025	2020-06-30 17:23:18.842551	0 days 00:00:10.831526000	0.5	0.0032802025733905584	flat	10	3	COMPLETE
12	0.9576133092244467	2020-06-30 17:23:18.843041	2020-06-30 17:23:28.260889	0 days 00:00:09.417848000	0.2	0.003280736554823786	flat	9	3	COMPLETE
13	0.9698025305398038	2020-06-30 17:23:28.261366	2020-06-30 17:23:38.760561	0 days 00:00:10.499195000	0.05	0.004787944411375354	pyramid_2	9	2	COMPLETE
14	inf	2020-06-30 17:23:38.761043	2020-06-30 17:23:39.172944	0 days 00:00:00.411901000	0.5	0.09404894155658872	pyramid_2	10	3	COMPLETE
15	inf	2020-06-30 17:23:39.173515	2020-06-30 17:23:39.599172	0 days 00:00:00.425657000	0.25	0.08293304874701073	flat	8	2	COMPLETE
16	0.9633316966999813	2020-06-30 17:23:39.599734	2020-06-30 17:23:51.018300	0 days 00:00:11.418566000	0.1	0.0014047657578708974	pyramid_2	4	3	COMPLETE
17	inf	2020-06-30 17:23:51.018832	2020-06-30 17:23:51.414139	0 days 00:00:00.395307000	0.25	0.07579667615224854	flat	9	2	COMPLETE
18	0.9536799756752676	2020-06-30 17:23:51.414953	2020-06-30 17:24:06.676618	0 days 00:00:15.261665000	0.4	0.03081629067625597	pyramid_2	7	3	COMPLETE
19	0.9490455833135867	2020-06-30 17:24:06.677120	2020-06-30 17:24:20.139899	0 days 00:00:13.462779000	0.5	0.006350800056678585	flat	10	2	COMPLETE
20	0.9641258015352137	2020-06-30 17:24:20.140394	2020-06-30 17:24:29.128781	0 days 00:00:08.988387000	0.05	0.007939055007831647	pyramid_2	9	3	COMPLETE
21	0.9470376754675259	2020-06-30 17:24:29.129282	2020-06-30 17:24:40.535351	0 days 00:00:11.406069000	0.5	0.002562150418408371	flat	10	2	COMPLETE
22	0.9517722076394645	2020-06-30 17:24:40.535827	2020-06-30 17:24:49.772358	0 days 00:00:09.236531000	0.5	0.0004649267581081635	flat	10	2	COMPLETE
23	inf	2020-06-30 17:24:49.772835	2020-06-30 17:24:50.158083	0 days 00:00:00.385248000	0.45	0.03024501058678163	flat	9	2	COMPLETE
24	0.9596893940987039	2020-06-30 17:24:50.158644	2020-06-30 17:25:03.700068	0 days 00:00:13.541424000	0.35000000000000003	0.0022095152627193905	flat	10	2	COMPLETE
25	0.9690421115116579	2020-06-30 17:25:03.700567	2020-06-30 17:25:15.486382	0 days 00:00:11.785815000	0.5	6.964408112819941e-05	pyramid_4	8	2	COMPLETE
26	0.953734697080126	2020-06-30 17:25:15.486874	2020-06-30 17:25:26.033662	0 days 00:00:10.546788000	0.35000000000000003	0.007777720236935108	flat	10	3	COMPLETE
27	0.9545701318094376	2020-06-30 17:25:26.034145	2020-06-30 17:25:34.924547	0 days 00:00:08.890402000	0.45	0.0016465768974129311	flat	9	2	COMPLETE
28	0.9705580142365784	2020-06-30 17:25:34.925035	2020-06-30 17:25:44.052345	0 days 00:00:09.127310000	0.30000000000000004	0.01846860637852217	pyramid_2	8	2	COMPLETE
29	0.9556662482039935	2020-06-30 17:25:44.052841	2020-06-30 17:25:54.099352	0 days 00:00:10.046511000	0.2	0.004466172353199937	flat	10	2	COMPLETE
30	0.9531012957169562	2020-06-30 17:25:54.099840	2020-06-30 17:26:03.392823	0 days 00:00:09.292983000	0.45	0.0007823100345263071	pyramid_2	10	3	COMPLETE
31	inf	2020-06-30 17:26:03.393309	2020-06-30 17:26:03.922553	0 days 00:00:00.529244000	0.5	0.011952496981467147	flat	10	2	COMPLETE
32	0.9613749052630085	2020-06-30 17:26:03.923123	2020-06-30 17:26:13.552549	0 days 00:00:09.629426000	0.45	0.0025692257367332127		9	1	COMPLETE
33	0.9515180961758483	2020-06-30 17:26:13.553031	2020-06-30 17:26:31.039977	0 days 00:00:17.486946000	0.4	0.005487551648001006	flat	10	2	COMPLETE
34	0.9538536218701958	2020-06-30 17:26:31.040467	2020-06-30 17:26:40.360297	0 days 00:00:09.319830000	0.4	0.0063463963168127035	flat	10	2	COMPLETE
35	inf	2020-06-30 17:26:40.360781	2020-06-30 17:26:40.750945	0 days 00:00:00.390164000	0.35000000000000003	0.017060978806560906	flat	9	2	COMPLETE
36	inf	2020-06-30 17:26:40.751512	2020-06-30 17:26:41.149319	0 days 00:00:00.397807000	0.4	0.040075076958605585		7	1	COMPLETE
37	0.9564685701322155	2020-06-30 17:26:41.149875	2020-06-30 17:26:50.335750	0 days 00:00:09.185875000	0.2	0.0011792158452476529	flat	10	2	COMPLETE
38	0.9529639960003167	2020-06-30 17:26:50.336253	2020-06-30 17:26:57.993182	0 days 00:00:07.656929000	0.30000000000000004	0.012984377140252457		9	1	COMPLETE
39	0.9587795834581391	2020-06-30 17:26:57.993661	2020-06-30 17:27:07.243896	0 days 00:00:09.250235000	0.5	0.0004029935051289489	flat	8	2	COMPLETE
40	inf	2020-06-30 17:27:07.244405	2020-06-30 17:27:07.646495	0 days 00:00:00.402090000	0.45	0.053080244046377144		6	1	COMPLETE
41	0.9605570333678516	2020-06-30 17:27:07.647064	2020-06-30 17:27:18.454872	0 days 00:00:10.807808000	0.45	0.0046683085942211	pyramid_4	10	2	COMPLETE
42	0.9532341489604875	2020-06-30 17:27:18.455358	2020-06-30 17:27:28.394702	0 days 00:00:09.939344000	0.4	0.002106873009986455	flat	10	2	COMPLETE
43	0.9698006312052408	2020-06-30 17:27:28.395193	2020-06-30 17:27:41.759127	0 days 00:00:13.363934000	0.5	0.009994781688410193	flat	10	2	COMPLETE
44	0.9489612085144726	2020-06-30 17:27:41.759640	2020-06-30 17:27:52.685939	0 days 00:00:10.926299000	0.4	0.003862192691923157	pyramid_4	9	2	COMPLETE
45	0.9528403429090142	2020-06-30 17:27:52.686425	2020-06-30 17:28:05.957200	0 days 00:00:13.270775000	0.35000000000000003	0.005592635966591746	pyramid_4	9	2	COMPLETE
46	0.9447770626271138	2020-06-30 17:28:05.957687	2020-06-30 17:28:20.658611	0 days 00:00:14.700924000	0.4	0.003247112825685133	pyramid_4	10	2	COMPLETE
47	0.9606698460939551	2020-06-30 17:28:20.659146	2020-06-30 17:28:31.886653	0 days 00:00:11.227507000	0.15000000000000002	0.003229715751658311	pyramid_4	9	3	COMPLETE
48	0.9640833977557698	2020-06-30 17:28:31.887156	2020-06-30 17:28:39.820819	0 days 00:00:07.933663000	0.25	0.0017136801625555944	pyramid_4	5	2	COMPLETE
49	0.9602037250828677	2020-06-30 17:28:39.821309	2020-06-30 17:28:47.464064	0 days 00:00:07.642755000	0.30000000000000004	0.0008068968013579033		9	1	COMPLETE
50	inf	2020-06-30 17:28:47.464551	2020-06-30 17:28:47.873489	0 days 00:00:00.408938000	0.35000000000000003	0.021527900662989204	pyramid_4	10	2	COMPLETE
51	0.9449666220934785	2020-06-30 17:28:47.874305	2020-06-30 17:29:02.679625	0 days 00:00:14.805320000	0.4	0.0033684690161280956	pyramid_4	10	2	COMPLETE
52	0.9698012189036992	2020-06-30 17:29:02.680108	2020-06-30 17:29:13.536798	0 days 00:00:10.856690000	0.4	0.003479990081267978	pyramid_4	10	2	COMPLETE
53	0.9548811445049211	2020-06-30 17:29:13.537300	2020-06-30 17:29:22.520655	0 days 00:00:08.983355000	0.35000000000000003	0.002743052803812518	pyramid_4	10	2	COMPLETE
54	0.9590022223336356	2020-06-30 17:29:22.521155	2020-06-30 17:29:31.065312	0 days 00:00:08.544157000	0.30000000000000004	0.0010455179122209099	pyramid_4	9	2	COMPLETE
55	0.9713386193710882	2020-06-30 17:29:31.065814	2020-06-30 17:29:41.891436	0 days 00:00:10.825622000	0.45	0.0081380179553649	pyramid_4	10	2	COMPLETE
56	0.9559413351598574	2020-06-30 17:29:41.891932	2020-06-30 17:29:50.800488	0 days 00:00:08.908556000	0.4	0.0021455143812241346	pyramid_4	10	2	COMPLETE
57	0.9516052718923873	2020-06-30 17:29:50.800989	2020-06-30 17:30:01.423821	0 days 00:00:10.622832000	0.5	0.004015352123119354	pyramid_4	9	3	COMPLETE
58	0.9532023851944953	2020-06-30 17:30:01.424319	2020-06-30 17:30:10.642766	0 days 00:00:09.218447000	0.45	0.006815981482778619	pyramid_2	10	2	COMPLETE
59	0.9470123042579458	2020-06-30 17:30:10.643267	2020-06-30 17:30:19.557100	0 days 00:00:08.913833000	0.35000000000000003	0.0005177412921858503	pyramid_4	10	2	COMPLETE
60	0.9608631427882433	2020-06-30 17:30:19.557595	2020-06-30 17:30:30.836727	0 days 00:00:11.279132000	0.30000000000000004	0.00016077232332919428	pyramid_4	9	3	COMPLETE
