number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.9754185055759352	2020-07-06 14:15:31.651036	2020-07-06 14:15:44.140142	0 days 00:00:12.489106000	0.15000000000000002	0.00018939020878009675	flat	9	3	COMPLETE
1	inf	2020-07-06 14:15:44.140674	2020-07-06 14:15:44.708814	0 days 00:00:00.568140000	0.35000000000000003	0.013963655193175193	flat	10	2	COMPLETE
2	0.9728387087311688	2020-07-06 14:15:44.709532	2020-07-06 14:15:59.964700	0 days 00:00:15.255168000	0.35000000000000003	0.0007455424980482611	flat	6	2	COMPLETE
3	1.0712965309131115	2020-07-06 14:15:59.965214	2020-07-06 14:16:09.216747	0 days 00:00:09.251533000	0.30000000000000004	0.01654146836163749	flat	9	3	COMPLETE
4	0.9727165990520334	2020-07-06 14:16:09.217245	2020-07-06 14:16:31.100334	0 days 00:00:21.883089000	0.0	1.1826562218860297e-05	pyramid_4	9	2	COMPLETE
5	0.9836937266319652	2020-07-06 14:16:31.100824	2020-07-06 14:16:45.033950	0 days 00:00:13.933126000	0.1	0.006313889171954369	pyramid_2	10	3	COMPLETE
6	inf	2020-07-06 14:16:45.034451	2020-07-06 14:16:45.415813	0 days 00:00:00.381362000	0.2	0.08677501285665888	flat	7	3	COMPLETE
7	0.9746775805076937	2020-07-06 14:16:45.416378	2020-07-06 14:16:55.064917	0 days 00:00:09.648539000	0.2	0.00152527148971809	pyramid_2	10	3	COMPLETE
8	0.9736996514230656	2020-07-06 14:16:55.065441	2020-07-06 14:17:08.887338	0 days 00:00:13.821897000	0.0	0.019283245527878495	flat	4	3	COMPLETE
9	0.974966301035356	2020-07-06 14:17:08.887855	2020-07-06 14:17:23.391924	0 days 00:00:14.504069000	0.45	0.0011962140021520458		9	1	COMPLETE
10	0.9725268968599552	2020-07-06 14:17:23.392413	2020-07-06 14:18:11.060232	0 days 00:00:47.667819000	0.0	1.2692136534867754e-05		7	1	COMPLETE
11	0.9725808572694474	2020-07-06 14:18:11.060688	2020-07-06 14:18:58.829667	0 days 00:00:47.768979000	0.0	1.1042892671865868e-05		7	1	COMPLETE
12	0.9726607040536027	2020-07-06 14:18:58.830128	2020-07-06 14:19:45.923977	0 days 00:00:47.093849000	0.05	1.007841921752621e-05		7	1	COMPLETE
13	0.972748902188263	2020-07-06 14:19:45.924440	2020-07-06 14:20:07.052468	0 days 00:00:21.128028000	0.0	4.8013302727428536e-05		6	1	COMPLETE
14	0.9726003718729844	2020-07-06 14:20:07.052934	2020-07-06 14:20:34.245775	0 days 00:00:27.192841000	0.1	4.2093593962659017e-05		6	1	COMPLETE
15	0.9729266369231866	2020-07-06 14:20:34.246243	2020-07-06 14:20:48.629961	0 days 00:00:14.383718000	0.5	3.6994706463930716e-05		8	1	COMPLETE
16	0.9735075928566698	2020-07-06 14:20:48.630442	2020-07-06 14:21:02.685948	0 days 00:00:14.055506000	0.05	0.00021543484361901815		4	1	COMPLETE
17	0.9710247504110326	2020-07-06 14:21:02.686392	2020-07-06 14:22:32.143496	0 days 00:01:29.457104000	0.1	1.6360408865745398e-05	pyramid_4	5	2	COMPLETE
18	0.970985445637511	2020-07-06 14:22:32.144014	2020-07-06 14:22:46.249672	0 days 00:00:14.105658000	0.1	0.00011991781516645499	pyramid_4	5	2	COMPLETE
19	0.9712866341409777	2020-07-06 14:22:46.250166	2020-07-06 14:23:00.645872	0 days 00:00:14.395706000	0.2	0.00014415209158921834	pyramid_4	5	2	COMPLETE
