number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.00029295618980363156	2020-10-14 14:48:12.264566	2020-10-14 14:55:03.661347	0 days 00:06:51.396781000	0.15000000000000002	0.001155362486008599	8	2			pyramid_4	COMPLETE
1	0.0002934195059980812	2020-10-14 14:55:03.661848	2020-10-14 15:03:55.372785	0 days 00:08:51.710937000	0.0	1.436008921671094e-05	8	3	flat			COMPLETE
2	0.00042884145009569656	2020-10-14 15:03:55.373252	2020-10-14 15:09:19.976465	0 days 00:05:24.603213000		0.004464124157865917	7	1				COMPLETE
3	0.0003511255258073203	2020-10-14 15:09:19.976921	2020-10-14 15:15:47.719232	0 days 00:06:27.742311000		0.0006093877546423844	8	1				COMPLETE
4	0.0002975289397096612	2020-10-14 15:15:47.719696	2020-10-14 15:22:03.543692	0 days 00:06:15.823996000	0.30000000000000004	0.0015280065119967546	10	2				COMPLETE
5	0.00027512730009308874	2020-10-14 15:22:03.544155	2020-10-14 15:28:57.573481	0 days 00:06:54.029326000	0.0	0.00015526694381573134	9	3				COMPLETE
6	0.00028243614030610544	2020-10-14 15:28:57.573921	2020-10-14 15:36:07.619041	0 days 00:07:10.045120000	0.15000000000000002	2.525238681994493e-05	10	2				COMPLETE
7	0.0003454047761223381	2020-10-14 15:36:07.619487	2020-10-14 15:43:00.273324	0 days 00:06:52.653837000		2.296156241051264e-05	9	1				COMPLETE
8	0.00034524752361835687	2020-10-14 15:43:00.273756	2020-10-14 15:49:21.854614	0 days 00:06:21.580858000		0.0006878856056529879	7	1				COMPLETE
9	0.00030830241959972876	2020-10-14 15:49:21.855103	2020-10-14 15:55:32.909316	0 days 00:06:11.054213000	0.05	0.003194152876305815	10	2				COMPLETE
10	0.003913388757396331	2020-10-14 15:55:32.911138	2020-10-14 16:01:03.938954	0 days 00:05:31.027816000	0.5	0.02827744376844504	6	3		flat		COMPLETE
11	0.00027717121459583144	2020-10-14 16:01:03.939777	2020-10-14 16:08:04.643944	0 days 00:07:00.704167000	0.25	8.212656768851849e-05	9	3				COMPLETE
12	0.0002776968837106193	2020-10-14 16:08:04.644383	2020-10-14 16:15:05.480611	0 days 00:07:00.836228000	0.35000000000000003	8.415911563376875e-05	9	3				COMPLETE
13	0.00027984742037016577	2020-10-14 16:15:05.481058	2020-10-14 16:22:12.740854	0 days 00:07:07.259796000	0.4	9.168481157027818e-05	9	3				COMPLETE
14	0.0002672797227987885	2020-10-14 16:22:12.741318	2020-10-14 16:29:12.076629	0 days 00:06:59.335311000	0.2	0.00014136367511475217	9	3				COMPLETE
15	0.0002693001742149303	2020-10-14 16:29:12.089074	2020-10-14 16:36:13.251790	0 days 00:07:01.162716000	0.1	0.00020688644718950937	9	3				COMPLETE
16	0.00027016130331495577	2020-10-14 16:36:13.252294	2020-10-14 16:43:59.736104	0 days 00:07:46.483810000	0.15000000000000002	0.00024823959629814295	10	3				COMPLETE
17	0.00028188503427438254	2020-10-14 16:43:59.736594	2020-10-14 16:50:47.527899	0 days 00:06:47.791305000	0.1	0.00027406936061044596	7	2			pyramid_2	COMPLETE
18	0.0002754982034989618	2020-10-14 16:50:47.528345	2020-10-14 16:57:56.070644	0 days 00:07:08.542299000	0.2	4.679464536354075e-05	9	3				COMPLETE
19	0.0002708278557607293	2020-10-14 16:57:56.071095	2020-10-14 17:05:12.124402	0 days 00:07:16.053307000	0.05	0.0002876251184468822	8	3	pyramid_2			COMPLETE
20	0.0056014645955416035	2020-10-14 17:05:12.141959	2020-10-14 17:13:18.158701	0 days 00:08:06.016742000	0.25	0.012931895859383891	10	2				COMPLETE
21	0.00027275300823544426	2020-10-14 17:13:18.159205	2020-10-14 17:19:53.157825	0 days 00:06:34.998620000	0.15000000000000002	0.00027159798347687193	10	3				COMPLETE
22	0.0002668051612079894	2020-10-14 17:19:53.158271	2020-10-14 17:26:53.860899	0 days 00:07:00.702628000	0.2	0.00016430890090120468	9	3				COMPLETE
23	0.0002757674573222338	2020-10-14 17:26:53.861341	2020-10-14 17:33:54.930172	0 days 00:07:01.068831000	0.25	5.438538282569739e-05	9	3				COMPLETE
24	0.0002736292253836855	2020-10-14 17:33:54.930672	2020-10-14 17:40:53.898511	0 days 00:06:58.967839000	0.2	0.00018549292932901461	9	3				COMPLETE
